,Title,Start Date,End Date,Description,Venue,Address,City,Postal Code,Country,Organizer,Website,Categories,Image URL,Source URL,desc2
10,concert du choeur  AIRS du TEMPS,2024-06-07T00:00:00+02:00,,"Le chœur mixte bisontin « Airs du Temps », dirigé par Catherine Danielsen, donnera un concert à TORPES le 7 juin à 20h dans l’Eglise. Il sera gratuit.",Eglise de TORPES,eglise,TORPES,25320.0,,choeur AIRS DU TEMPS,,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Concerts-de-juin-copie.jpeg,https://sortir.besancon.fr/evenement/concert-du-choeur-airs-du-temps-3/,"Le groupe vocal mixte bisontin ""Airs du Temps"", sous la direction de Catherine Danielsen, vous propose un concert exceptionnel le 7 juin à 20h au sein de l'Eglise de Torpes. Vous êtes invités à venir découvrir les mélodies envoûtantes interprétées par ce chœur talentueux, qui saura vous transporter dans une atmosphère de rêve et de poésie. Ce concert gratuit sera l'occasion idéale pour passer un soir inoubliable en famille ou entre amis. Le répertoire varié du groupe vous fera découvrir des airs classiques et modernes, interprétés avec passion et conviction. Vous serez conquis par la qualité vocale de chaque membre du chœur, qui saura vous émouvoir et vous faire vibrer. N'hésitez pas à venir nombreux pour partager ce moment musical unique et gratuit."
11,Les Petits Papiers,2024-06-07T00:00:00+02:00,,"Spectacle d’improvisation théâtrale par Impro Show, avec Isobelle et Nikus.",Le Scènacle,6 Rue de la Vieille Monnaie,Besançon,25000.0,France,TEM Théâtre et Management,,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/Sans-titre-3.jpg,https://sortir.besancon.fr/evenement/spectacle-dimprovisation-theatrale-les-petits-papiers-5-avril-2024-le-scenacle-besancon/,"Réservez vos places pour un spectacle d'improvisation théâtrale unique et inédit, conçu et interprété par le duo talentueux d'Impro Show, composé de Isobelle et Nikus. Au cours de ce spectacle, les deux artistes vont vous emmener dans un univers créatif où l'improvisation règne en maître. Les thèmes, les situations et les personnages seront choisis sur-le-champ, en fonction des suggestions du public, pour donner naissance à une histoire originale et hilarante.

Vous serez spectateurs privilégiés d'une création instantanée, où l'improvisation théâtrale prendra le dessus sur tout autre forme de spectacle. Isobelle et Nikus, deux maîtres de l'improvisation, vont vous faire rire, émouvoir et vous laisser sans voix face à leur créativité et leur rapidité d'esprit.

Ce spectacle est une opportunité unique pour les amateurs de théâtre, de comédie et d'improvisation de découvrir les possibilités infinies du genre. Vous ne verrez pas deux fois le même spectacle, car chaque représentation sera différente, créée sur-le-champ en fonction des suggestions du public.

Alors n'hésitez plus, réservez vos places pour un soir inoubliable avec Impro Show et ses deux talents, Isobelle et Nikus. Vous ne serez pas déçus !"
12,Spectacle musical : Le tour du monde en 80 jours,2024-06-08T00:00:00+02:00,,Spectacle musical proposé par l’orchestre Victor Hugo,Médiathèque Pierre Bayle,"27, Avenue de la République",Besançon,25000.0,France,Bibliothèques municipales de Besançon,https://bibliotheques.besancon.fr/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Sortir-evenement-4.jpg,https://sortir.besancon.fr/evenement/spectacle-musical-le-tour-du-monde-en-80-jours/,"Ce concert exceptionnel vous invite à vivre une expérience musicale inoubliable proposée par l'orchestre Victor Hugo. Dans ce spectacle sonore, les musiciens talentueux de cet ensemble musical vous emmènent dans un voyage à travers les époques et les styles, du classique au contemporain. Les mélodies envoûtantes, les harmonies subtiles et les rythmes entraînants créent une atmosphère électrique qui vous fera vibrer de la tête aux pieds. Vous serez transportés dans un monde de rêve où la musique est reine, où les émotions sont libérées et où l'imagination peut s'exprimer sans limite. L'orchestre Victor Hugo, composé de musiciens chevronnés et passionnés, vous offre une soirée inoubliable, un mélange subtile de virtuosité technique et d'émotion pure. Vous neerez pas déçu par la qualité de l'interprétation musicale qui vous sera proposée, car chaque note est jouée avec amour, chaque mouvement est chorégraphié avec précision, chaque silence est chargé de sens. Ce concert est un événement unique en son genre, un moment de pure magie où la musique prend possession de votre être et vous emporte dans un voyage intérieur inoubliable."
13,Pan American Road + Pause déj musicale,2024-06-08T00:00:00+02:00,,Formation associée par l’Orchestre Victor Hugo | Jean-François Verdier.,Théâtre Ledoux,Rue Megevand,Besançon,25000.0,,Orchestre Victor Hugo Franche-Comté,https://www.orchestrevictorhugo.fr/concerts/pan-american-road/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/06/P6A5371cYves.Petit-paysage-1920x1280-1-e1688144530976.jpg,https://sortir.besancon.fr/evenement/pan-american-road-pause-dej-musicale/,"Création d'un partenariat unique avec l'Orchestre Victor Hugo, sous la direction artistique de Jean-François Verdier. Cette association novatrice permet de réunir les compétences et les expertises respectives de chaque entité pour créer des expériences musicales inoubliables. L'objectif est de faire converger les forces créatives de l'orchestre et celles du monde littéraire pour produire des spectacles innovants et poétiques. Grâce à cette union, le public pourra découvrir de nouvelles œuvres musicales inspirées par la littérature, ainsi que des lectures musicales qui donneront une nouvelle dimension aux textes classiques. Cette collaboration sans précédent permettra également de promouvoir l'accès à la culture et à l'éducation musicale pour un public plus large. En résumé, cette formation associative est un mélange unique de musique, de littérature et d'innovation, qui ouvre des perspectives nouvelles et passionnantes pour les amoureux des arts."
14,Selva Sonora,2024-06-11T00:00:00+02:00,,"Selva Sonora est un groupe créé en 2023 autour de Louise Munka, chanteuse-accordéoniste qui revisite à sa façon les musiques populaires sud-américaines : cumbia, joropo, valse…",Foyer de Jeunes Travailleurs les Oiseaux,48 Rue des Cras,Besançon,25000.0,France,FJT les Oiseaux,https://www.habitatjeuneslesoiseaux.fr/culture/concerts/article/cafarnaum,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/selva.jpg,https://sortir.besancon.fr/evenement/selva-sonora/,"Selva Sonora, un collectif musical fondé en 2023 autour de la talentueuse Louise Munka, chanteuse-accordéoniste qui propose une relecture personnelle et originale des musiques populaires sud-américaines. Cette artiste aux multiples facettes offre une interprétation unique et contemporaine de genres tels que la cumbia, le joropo ou la valse, revisitant ainsi l'essence même de ces styles traditionnels pour en créer une version moderne et émotionnelle. Grâce à sa voix puissante et sensible, Louise Munka parvient à transmettre les émotions et les passions qui animent ces musiques, tout en y apportant un souffle nouveau et innovant. Le groupe Selva Sonora se présente ainsi comme un mélange subtile de tradition et de modernité, où la richesse des influences sud-américaines se mêle à une sensibilité contemporaine pour donner naissance à un son frais et envoûtant."
15,Rodiathèque : Concert de clôture : The Sky is Crying par Bribes 4,2024-06-11T00:00:00+02:00,,Concert de clotûre du cycle de conférences de La Rodia autour des musiques afro-américaines.,Médiathèque Pierre Bayle,"27, Avenue de la République",Besançon,25000.0,France,Bibliothèques municipales de Besançon,https://larodia.com/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/s-1-Visuel-generique-Format-sortir-min.jpg,https://sortir.besancon.fr/evenement/rodiatheque-concert-de-cloture-the-sky-is-crying-par-bribes-4/,"Clôture en beauté du cycle de conférences organisé par La Rodia autour des richesses sonores et culturelles des musiques afro-américaines, avec un concert inoubliable qui promet de faire vibrer les cordes sensibles du public. Cette soirée musicale sera l'occasion de célébrer la diversité et la créativité de ces genres musicaux qui ont façonné l'histoire de la musique américaine. Les mélodies enjouées, les rythmes endiablés et les harmonies soulful qui caractérisent ces styles musicaux seront au cœur de cette dernière soirée du cycle de conférences. Les artistes invités pour l'occasion vont offrir une performance énergique et passionnée, qui fera prendre vie aux légendes de la musique afro-américaine. Le public sera plongé dans un univers sonore riche et varié, où le jazz, le blues, le gospel et bien d'autres genres musicaux se côtoieront pour créer une atmosphère électrique et festive. Cette soirée de clôture sera également l'occasion de rendre hommage aux pionniers de ces musiques qui ont contribué à façonner l'identité musicale américaine. Les conférences précédentes auront ainsi trouvé un aboutissement naturel dans ce concert qui promet d'être inoubliable, avec des performances qui feront vibrer les cœurs et les esprits du public."
16,Hop Garden,2024-06-13T00:00:00+02:00,,"Dans les jardins de la Résidence Canot, venez profiter de cette dernière soirée avant l’été ! Le jeudi 13 juin, le Café International se transforme pour accueillir la HOP GARDEN !",Résidence Canot,6 rue Antide Janvier,Besançon,25000.0,,"Café international, Crous BFC",,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/445192570_958470299403926_6832826557841482769_n.jpg,https://sortir.besancon.fr/evenement/hop-garden/,"Dans les jardins de la Résidence Canot, une soirée inoubliable vous attend le jeudi 13 juin ! Pour fêter l'arrivée de l'été, le Café International se métamorphose en un espace unique et accueille avec enthousiasme la HOP GARDEN. Cette dernière soirée avant l'été promet d'être inoubliable avec une ambiance festive et des animations qui vous feront danser sous les étoiles. Alors, venez nombreux profiter de cette soirée exceptionnelle dans un cadre idyllique, entouré de verdure et de fleurs en bloom. La HOP GARDEN prend possession du Café International pour offrir une expérience unique où la musique, les boissons rafraîchissantes et les spécialités culinaires se combinent pour créer une atmosphère électrique. N'attendez plus, réservez votre soirée du 13 juin et préparez-vous à vivre un moment inoubliable dans les jardins de la Résidence Canot !"
17,Fais comme à Givors – Festival de caves 2024 – Théâtre Souterrain,2024-06-13T00:00:00+02:00,,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre…",Place Pasteur,place Pasteur,Besançon,25000.0,,Association Européenne du Festival de Caves,http://www.festivaldecaves.fr,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-10.jpg,https://sortir.besancon.fr/evenement/fais-comme-a-givors-festival-de-caves-2024-theatre-souterrain/,"Vivez une expérience théâtrale inattendue avec ce festival qui sort des sentiers battus et explore les sous-sols. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves vous invite à découvrir neuf spectacles uniques conçus pour des espaces intimes et des publics restreints. Les artistes ont été libres de leurs mouvements pour créer des œuvres originales qui s'adaptent parfaitement aux lieux souterrains, offrant ainsi une immersion totale aux spectateurs. Dans ces espaces atypiques, les frontières entre le réel et la fiction s'estompent, créant une atmosphère surréaliste qui vous plongera dans un univers inédit. Les caves, souvent oubliées ou méconnues, prennent vie au rythme des pas des acteurs, des musiciens et des danseurs, qui investissent ces lieux pour créer une expérience théâtrale hors du commun. Le Festival de caves est ainsi un événement unique en son genre, où l'art et la découverte se rencontrent dans un contexte étonnant et passionnant."
18,Sami Galbi (live) + Sparse + Fred Balkayou,2024-06-14T00:00:00+02:00,,"Sami Galbi puise dans les musiques de son enfance, celles qu’il a redécouvertes dans les cabarets de Casablanca, le raï et le chaâbi qu’il raconte à sa façon. Avec ses machines analogiques, synthétiseurs et effets de guitare, il module les musiques populaires et folkloriques nord-africaines en leur donnant une texture pop et une atmosphère club.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000.0,France,La Rodia,https://larodia.com/agenda/sami-galbi-live-fred-balkayou-dj-set-vente-aux-encheres-de-45-tours-by-sparse/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/sami-galbi-chanabatch-1-800x800-1.jpg,https://sortir.besancon.fr/evenement/sami-galbi-live-sparse-fred-balkayou/,"Sami Galbi plonge dans les racines de sa jeunesse, revisitando les sons qu'il a redécouverts dans les cabarets de Casablanca, pour réinterpréter à sa façon le raï et le chaâbi. Grâce à son arsenal d'instruments analogiques, de synthétiseurs et d'effets de guitare, il reprend possession des musiques populaires et folkloriques du Nord de l'Afrique, les réaménageant avec une texture pop et une ambiance club. Il s'agit d'un mélange audacieux de traditions et de modernité, où les échos du passé se rencontrent avec les pulsations du présent. La sonorité qui en résulte est à la fois intemporelle et contemporaine, oscillant entre les résonnances profondes des instruments traditionnels et les distorsions électriques des machines analogiques. Cette alchimie sonore permet à Sami Galbi de créer un univers musical unique, où les racines africaines se fondent dans une atmosphère urbaine et cosmopolite. Le résultat est une musique qui transporte l'auditeur dans un voyage sensoriel, oscillant entre les ruelles sombres de Casablanca et les dancefloors éclatants des clubs de nuit."
19,Fais comme à Givors – Festival de caves 2024 – Théâtre Souterrain,2024-06-14T00:00:00+02:00,,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre…",Place Pasteur,place Pasteur,Besançon,25000.0,,Association Européenne du Festival de Caves,http://www.festivaldecaves.fr,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-11.jpg,https://sortir.besancon.fr/evenement/fais-comme-a-givors-festival-de-caves-2024-theatre-souterrain-2/,"Vivez une expérience théâtrale inclassable avec ce festival exceptionnel qui sort des sentiers battus et investit les sous-sols. Pour sa 18e édition, du 9 mai au 20 juin, le Festival de caves offre un programme riche de 9 créations scéniques inédites, conçues pour une proximité intense et des effectifs réduits, permettant ainsi une immersion totale dans l'univers créé. Dans les cavités sombres et mystérieuses, les artistes vous proposent des spectacles singuliers, qui vont de la danse contemporaine aux performances poétiques, en passant par le théâtre expérimental et la musique électronique. Chacun des 9 spectacles a été spécifiquement conçu pour un lieu unique, mettant ainsi en valeur les particularités de chaque cave. Vous serez plongés dans une atmosphère intime et sensible, où les sons, les lumières et les ombres créent une ambiance onirique. Le Festival de caves est donc une opportunité unique de découvrir des artistes audacieux et innovants, qui vous emmènent dans un voyage sensoriel inoubliable."
20,Concert du Chœur Schütz de Besançon,2024-06-14T00:00:00+02:00,,"Requiem de Maurice DURUFLÉ. Musiques sacrées, Cantique de Jean Racine de Gabriel FAURÉ",Cathédrale Saint-Jean,Rue de la Convention,Besançon,25000.0,France,Chœur Schütz de Besançon,https://www.helloasso.com/associations/choeur-schutz-de-besancon/evenements/requiem-de-durufle,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/2024-Durufle-Faure.jpg,https://sortir.besancon.fr/evenement/concert-du-choeur-schutz-de-besancon/,"Le Requiem de Maurice Duruflé, une œuvre monumentale qui occupe une place de choix dans le répertoire de la musique sacrée. Cette composition, écrite en 1947-48, est un hommage à la mémoire des défunts, où les mots latins traditionnels du Requiem sont mis en musique avec une sobriété et une élégance qui confinent au sacré. L'œuvre, construite autour de neuf mouvements, alterne entre des moments de recueillement et d'autres plus dramatiques, où la puissance sonore des instruments et des voix est déployée pour évoquer l'espoir de la résurrection.

Le Cantique de Jean Racine, quant à lui, est une pièce pour chœur et orgue écrite par Gabriel Fauré en 1865. Cette œuvre, qui célèbre la gloire de Dieu, est un modèle d'harmonie et de pureté, où les voix du chœur s'unissent pour créer un tissu sonore riche et expressif. La partition, qui alterne entre des moments de contemplation et d'autres plus animés, est caractérisée par une grande sobriété et une recherche constante de la beauté.

Ces deux œuvres, bien que différentes dans leur forme et leur style, partagent un même esprit sacré qui les unit. Elles invitent l'auditeur à se recueillir, à méditer sur la mort et la vie éternelle, et à se laisser porter par la beauté de la musique."
21,Rencontres de théâtre amateur,2024-06-14T00:00:00+02:00,2024-06-16T23:59:59+02:00,"Les Jacquenscène, regroupement de 6 troupes de théâtre amateur, vous invitent à leurs 5èmes Rencontres au CDN de Besançon pour vous permettre de voir en un week-end, les spectacles montés cette année par 5 compagnies.",CDN,avenue Edouard Droz - Esplanade Jean-Luc Lagarce,Besançon,25000.0,France,Les Jacquenscène,,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/RTA-2024-Flyer-1-JPG.jpeg,https://sortir.besancon.fr/evenement/rencontres-de-theatre-amateur/,"Dans le cadre de leur 5ème édition, les Rencontres théâtrales organisées par Les Jacquenscène vous proposent un week-end riche en émotions au CDN de Besançon. Cette année, cinq compagnies de théâtre amateur se produiront sur scène, offrant ainsi une opportunité unique de découvrir leur travail et de vivre une expérience intense pendant deux jours. Vous aurez la chance de voir les spectacles montés par ces troupes passionnées qui ont travaillé dur pour vous présenter leurs créations. Les Jacquenscène, un regroupement de six troupes de théâtre amateur, ont mis en place cet événement pour célébrer leur cinquième année d'existence et partager leur amour du théâtre avec le public. Pendant ce week-end, vous pourrez découvrir la diversité des styles et des genres proposés par ces compagnies qui se produiront au CDN de Besançon. Vous serez transporté dans des univers variés, entre comédie, drame, musique et danse, où les acteurs amateurs donneront tout leur cœur pour vous faire vivre une expérience inoubliable."
22,Back to the Trees : prenez l’art en forêt !,2024-06-15T00:00:00+02:00,2024-06-16T23:59:59+02:00,"Cet événement singulier propose à tous, petits et grands, de parcourir la forêt pour la redécouvrir et la vivre différemment. Le temps d’une soirée, artistes et conférenciers investissent le Bois d’Ambre et proposent à chacun de déambuler dans un espace où, soudain, nature, poésie et magie se rencontrent sous les arbres.",Bois d’Ambre,,Saint-Vit,25410.0,France,Association Elektrophonie,https://backtothetrees.net/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/BTTT2024-AFFICHE-RVB.jpg,https://sortir.besancon.fr/evenement/back-to-the-trees-prenez-lart-en-foret/,"Ce spectacle unique invite tous, jeunes et moins jeunes, à se plonger dans la forêt pour la réinventer et l'expérimenter de manière inédite. Pendant une soirée, des artistes et des conférenciers investissent le Bois d'Ambre et proposent à chacun de flâner dans un espace où, brusquement, la nature, la poésie et la magie se rencontrent sous les arbres. Les visiteurs vont ainsi pouvoir découvrir la forêt sous un jour nouveau, où les sons, les odeurs et les couleurs sont transformés pour créer une atmosphère féerique. Le Bois d'Ambre devient un lieu de rêve où l'imagination peut prendre libre cours. Les artistes proposent des installations, des performances et des conférences qui invitent à une découverte sensorielle de la forêt, où les sens sont mis en éveil pour apprécier la beauté du lieu. C'est ainsi que la forêt devient un espace de liberté où chacun peut se laisser porter par son imagination et redécouvrir le monde qui l'entoure."
23,Doux VaKarme IntrospeKtion + Clio,2024-06-15T00:00:00+02:00,,"Cirque & Musique est un projet croisant les pratiques amateurs du groupe « Doux VaKarme », constitué d’élèves adolescents de Passe-Muraille, Centre des Arts du Cirque de Besançon et de deux musiciens professionnels, Nils Sorensen et Guillaume Charret, plébiscités et soutenus dans ce cadre par la Rodia, SMAC de Besançon.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000.0,France,La Rodia,https://larodia.com/agenda/doux-vakarme-introspektion-creation-cirque-et-musique-clio/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/photo-5-dr-800x800-1.jpeg,https://sortir.besancon.fr/evenement/doux-vakarme-introspektion-clio/,"Ce projet, baptisé Cirque & Musique, est le fruit d'une collaboration originale entre les pratiques amateurs d'un groupe appelé « Doux VaKarme », composé d'adolescents étudiants au Passe-Muraille Centre des Arts du Cirque de Besançon, et deux musiciens professionnels de renom, Nils Sorensen et Guillaume Charret. Dans ce contexte, ces derniers bénéficient du soutien et de la reconnaissance de la Rodia et du SMAC de Besançon. Cette initiative permet ainsi de conjuguer les compétences artistiques des élèves en herbe avec l'expérience et le talent de musiciens confirmés, pour donner naissance à un spectacle unique et innovant qui célèbre la convergence de la musique et du cirque. Au fil de cette aventure créative, les jeunes artistes ont pu développer leurs compétences techniques et artistiques en même temps qu'ils apprenaient à travailler ensemble, à partager leurs idées et à prendre des risques pour créer quelque chose de tout à fait nouveau. C'est ainsi que Cirque & Musique est devenu un laboratoire d'expérimentation et de création, où les frontières entre la musique et le cirque sont abolies pour donner naissance à une langue artistique originale et festive."
24,Bal fol d’un autre monde,2024-06-15T00:00:00+02:00,2024-06-16T23:59:59+02:00,"Kenzeyiel vous accueille au pied de la cascade du Bout du Monde pour le 4ème bal folk d’un autre monde.
Ambiance magique et conviviale garantie pour cette soirée animée par le groupe Bout du Monde.","Château du Bout du Monde, Beure",19 rue dela Cascade,Beure,25720.0,,Association Kenzeyiel,,"Loisirs, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/06/affiche-3-pour-sortir-a-Besac-bandeau.png,https://sortir.besancon.fr/evenement/bal-fol-dun-autre-monde/,"Kenzeyiel vous invite à un voyage hors du commun au pied de la cascade enchantée du Bout du Monde, où le 4ème bal folk d'un autre monde attend les amateurs de musique et de danse. Cette soirée promet d'être inoubliable, avec une ambiance féérique et chaleureuse qui vous transporte dans un monde de rêve. Le groupe Bout du Monde sera votre guide pour cette nuit mémorable, où la magie et l'émotion seront à leur comble.

Vous pouvez vous attendre à des airs de violon envoûtants, des rythmes de guitare enflammés et des percussions qui vous feront bouger vos hanches. Les mélodies enchantées du Bout du Monde vous transporteront dans un univers où la fantaisie et l'imagination sont les seules limites.

Dans ce décor naturel unique, au pied de la cascade, vous pourrez vous laisser aller à la musique et à la danse, libéré de toutes vos inhibitions. Le 4ème bal folk d'un autre monde est une expérience que vous ne voulez pas manquer, où la convivialité et l'ambiance festive sont garanties.

Alors n'hésitez plus, rejoignez-nous au pied de la cascade du Bout du Monde pour une soirée qui restera à jamais gravée dans vos mémoires."
25,Fais comme à Givors – Festival de caves 2024 – Théâtre Souterrain,2024-06-15T00:00:00+02:00,,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre…",Place Pasteur,place Pasteur,Besançon,25000.0,,Association Européenne du Festival de Caves,http://www.festivaldecaves.fr,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-12.jpg,https://sortir.besancon.fr/evenement/fais-comme-a-givors-festival-de-caves-2024-theatre-souterrain-3/,"Vivez une expérience théâtrale unique et hors du commun avec ce festival qui sort des sentiers battus et se déroule sous terre. Pour sa 18ème édition, qui aura lieu du 9 mai au 20 juin, le Festival de caves vous offre neuf spectacles inédits conçus spécifiquement pour des espaces intimes et des publics restreints, permettant ainsi une proximité renforcée entre les acteurs et les spectateurs. Cette formule originale permettra aux artistes de se lancer dans des créations audacieuses et novatrices, tandis que le public sera immergé dans un univers souterrain insolite et mystérieux. Les caves, avec leurs murs de pierre et leur ambiance feutrée, offriront un décor idéal pour ces spectacles qui vous laisseront sans voix. Cette édition 2023 du Festival de caves promet d'être encore plus surprenante que les précédentes, avec des créations qui défieront vos attentes et vous feront redécouvrir le théâtre sous un jour nouveau. Alors n'hésitez pas à vous y rendre pour vivre une expérience inoubliable !"
